Trial	Subject	Color	Stimulus	Start Time [ms]	End Time [ms]	Fixation Start [ms]	Fixation Duration [ms]	Fixation End [ms]	Position X	Position Y	Average Pupil Size [px] X	Average Pupil Size [px] Y	Average Pupil Diameter [mm]	Dispersion X	Dispersion Y	Eye	Number
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1456562	66	1456628	574.5	461.3	48.0	30.0	0.0	1.0	5.0	Binocular	4090
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1456694	166	1456861	481.3	489.6	47.6	28.2	0.0	3.0	7.0	Binocular	4091
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1456961	133	1457094	582.6	277.6	94.1	56.5	3.4	2.0	7.0	Binocular	4092
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1457160	133	1457293	588.9	277.6	93.3	57.1	3.4	7.0	10.0	Binocular	4093
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1457360	199	1457560	570.9	262.2	92.1	57.8	3.3	15.0	34.0	Binocular	4094
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1457659	66	1457726	495.3	401.6	46.8	33.3	0.0	1.0	5.0	Binocular	4095
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1457826	133	1457959	507.0	440.5	47.8	31.5	0.0	4.0	14.0	Binocular	4096
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1458025	199	1458225	472.4	484.7	48.0	28.3	0.0	7.0	36.0	Binocular	4097
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1458291	133	1458425	483.4	455.0	48.1	31.0	0.0	4.0	20.0	Binocular	4098
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1458558	265	1458824	787.7	-145.6	87.1	66.8	3.2	9.0	56.0	Binocular	4099
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1459457	398	1459855	738.8	-111.5	98.3	76.2	3.5	4.0	6.0	Binocular	4100
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1459989	266	1460255	802.1	-111.9	98.9	77.6	3.6	2.0	1.0	Binocular	4101
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1460354	133	1460488	826.4	-106.1	101.0	80.3	3.7	0.0	0.0	Binocular	4102
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1460588	98	1460687	766.7	45.7	104.7	86.5	3.8	3.0	1.0	Binocular	4103
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1460754	99	1460854	748.9	27.5	104.5	87.0	3.8	7.0	1.0	Binocular	4104
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1461153	100	1461253	948.0	42.0	99.3	85.5	3.7	3.0	0.0	Binocular	4105
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1461419	166	1461586	434.2	587.9	56.7	24.4	0.0	11.0	37.0	Binocular	4106
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1461652	66	1461719	456.2	525.2	54.0	28.5	0.0	4.0	0.0	Binocular	4107
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1461853	132	1461985	483.3	493.8	50.0	29.0	0.0	14.0	27.0	Binocular	4108
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1462085	133	1462218	532.2	474.2	47.5	29.5	0.0	8.0	9.0	Binocular	4109
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1462517	233	1462750	506.2	441.3	48.4	31.3	0.0	4.0	24.0	Binocular	4110
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1462817	99	1462917	545.0	448.0	48.3	30.7	0.0	2.0	1.0	Binocular	4111
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1462983	299	1463283	561.3	462.4	47.8	29.4	0.0	27.0	20.0	Binocular	4112
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1463349	66	1463416	579.2	473.9	48.0	28.8	0.0	2.0	2.0	Binocular	4113
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1463749	133	1463882	782.9	-107.3	75.0	58.9	1.9	10.0	22.0	Binocular	4114
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1463948	632	1464580	733.4	49.6	93.0	76.9	3.4	39.0	224.0	Binocular	4115
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1464713	133	1464847	752.8	191.7	101.6	73.8	3.8	6.0	12.0	Binocular	4116
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1464946	100	1465047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	4117
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1465146	100	1465247	732.6	326.6	47.7	37.7	0.0	2.0	8.0	Binocular	4118
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1465479	199	1465679	731.1	175.1	96.5	70.0	3.9	20.0	12.0	Binocular	4119
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1465745	99	1465845	718.2	73.8	105.0	71.7	3.8	6.0	48.0	Binocular	4120
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1466311	266	1466577	654.6	178.9	107.7	78.3	4.0	26.0	94.0	Binocular	4121
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1466943	133	1467076	730.2	95.3	105.1	86.8	3.9	14.0	25.0	Binocular	4122
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1467409	99	1467509	653.2	46.4	103.8	86.5	3.8	8.0	1.0	Binocular	4123
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1468208	99	1468307	625.2	21.1	105.5	88.0	3.8	8.0	6.0	Binocular	4124
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1468939	99	1469039	556.6	-12.9	92.7	78.0	3.4	8.0	19.0	Binocular	4125
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1469106	99	1469206	621.2	8.9	79.8	68.0	2.6	14.0	19.0	Binocular	4126
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1469272	99	1469372	593.7	6.1	82.8	70.2	1.8	5.0	2.0	Binocular	4127
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1469439	200	1469639	660.6	38.4	60.8	52.8	0.5	0.0	3.0	Binocular	4128
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1469705	199	1469904	667.9	64.2	84.9	71.7	2.5	29.0	72.0	Binocular	4129
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1470004	99	1470104	558.5	64.3	87.7	73.5	1.9	10.0	5.0	Binocular	4130
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1470171	198	1470370	508.6	82.5	91.5	75.6	3.1	21.0	10.0	Binocular	4131
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1470471	165	1470636	577.3	103.8	50.2	46.5	0.0	1.0	10.0	Binocular	4132
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1471036	100	1471136	633.6	94.0	50.8	44.5	0.0	2.0	1.0	Binocular	4133
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1471202	67	1471270	446.0	57.6	98.0	81.3	2.4	4.0	1.0	Binocular	4134
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1471336	166	1471502	622.6	-8.5	79.3	66.4	2.4	12.0	12.0	Binocular	4135
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1471568	233	1471802	620.9	-12.8	70.4	58.7	1.3	9.0	4.0	Binocular	4136
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1471868	132	1472001	575.5	-35.8	72.8	59.8	1.4	5.0	1.0	Binocular	4137
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1472067	166	1472234	476.9	-60.6	75.0	62.5	2.3	8.0	3.0	Binocular	4138
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1472300	133	1472433	481.5	53.3	96.0	79.8	3.5	7.0	2.0	Binocular	4139
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1472500	100	1472601	448.0	28.9	65.5	55.8	0.9	2.0	1.0	Binocular	4140
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1472766	132	1472899	481.8	53.1	60.9	52.4	0.7	70.0	31.0	Binocular	4141
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1472966	99	1473066	588.5	91.1	49.3	44.2	0.0	2.0	1.0	Binocular	4142
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1473165	233	1473398	464.1	-20.0	93.6	80.1	3.0	8.0	6.0	Binocular	4143
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1473531	66	1473598	453.2	212.7	50.3	46.3	1.3	4.0	0.0	Binocular	4144
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1473665	67	1473732	456.6	145.7	74.5	61.3	2.5	16.0	1.0	Binocular	4145
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1474130	66	1474197	407.8	567.3	51.0	23.8	0.0	2.0	20.0	Binocular	4146
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1474397	199	1474596	457.0	453.1	48.6	30.8	0.0	5.0	30.0	Binocular	4147
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1474663	335	1474998	427.8	491.3	47.7	28.0	0.0	16.0	87.0	Binocular	4148
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1475195	233	1475428	603.8	-153.4	87.1	66.6	3.2	20.0	70.0	Binocular	4149
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1475529	174	1475703	503.1	-46.9	87.3	72.2	3.2	10.0	25.0	Binocular	4150
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1475794	66	1475860	522.3	19.1	88.8	75.3	3.2	3.0	2.0	Binocular	4151
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1475928	298	1476227	719.7	-1.4	92.1	78.6	3.4	4.0	4.0	Binocular	4152
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1476293	132	1476426	674.7	81.9	95.3	78.8	3.5	1.0	1.0	Binocular	4153
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1476859	100	1476959	494.2	107.5	97.2	77.7	3.5	3.0	3.0	Binocular	4154
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1477025	99	1477125	422.7	90.3	96.3	78.0	3.6	1.0	0.0	Binocular	4155
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1477225	232	1477458	635.5	-3.3	99.4	83.5	3.6	2.0	7.0	Binocular	4156
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1477524	366	1477890	765.2	34.3	96.0	81.7	3.5	4.0	3.0	Binocular	4157
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1477957	166	1478123	703.3	87.0	96.1	78.5	3.3	4.0	2.0	Binocular	4158
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1478523	199	1478722	708.7	43.6	92.8	78.5	3.4	3.0	2.0	Binocular	4159
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1478822	232	1479055	695.0	56.3	99.8	82.9	3.6	4.0	6.0	Binocular	4160
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1479155	299	1479454	716.4	66.6	103.6	85.6	3.8	5.0	3.0	Binocular	4161
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1479857	196	1480053	692.4	67.6	105.3	85.9	3.8	16.0	11.0	Binocular	4162
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1480120	1131	1481251	661.3	55.5	106.9	87.1	3.9	21.0	12.0	Binocular	4163
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1481317	432	1481750	642.4	56.4	112.1	90.1	4.1	5.0	12.0	Binocular	4164
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1481817	166	1481983	659.7	39.1	112.3	91.0	4.1	4.0	5.0	Binocular	4165
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1482050	166	1482216	657.3	46.5	110.9	89.5	4.1	3.0	5.0	Binocular	4166
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1482449	99	1482549	704.9	573.9	57.7	26.2	0.0	11.0	19.0	Binocular	4167
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1482615	233	1482849	754.3	480.8	51.6	29.8	0.0	16.0	47.0	Binocular	4168
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1482981	99	1483081	505.4	501.6	49.8	27.8	0.0	2.0	11.0	Binocular	4169
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1483281	99	1483380	619.2	-115.3	89.2	69.3	3.2	0.0	10.0	Binocular	4170
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1483481	165	1483647	519.4	-67.8	81.8	66.5	3.0	5.0	53.0	Binocular	4171
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1483880	99	1483980	443.5	-4.6	84.8	73.3	3.1	6.0	1.0	Binocular	4172
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1484046	99	1484146	423.8	30.1	88.0	75.0	3.3	9.0	4.0	Binocular	4173
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1484313	199	1484512	422.1	51.6	93.3	78.0	3.5	23.0	2.0	Binocular	4174
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1484578	166	1484745	442.8	93.7	96.9	79.0	3.6	21.0	9.0	Binocular	4175
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1484845	100	1484946	442.4	86.6	97.2	79.3	3.6	9.0	1.0	Binocular	4176
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1485011	99	1485111	471.9	82.9	95.5	78.0	3.6	10.0	7.0	Binocular	4177
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1485211	199	1485410	506.5	73.3	94.1	77.5	3.4	14.0	3.0	Binocular	4178
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1485477	199	1485676	627.2	88.1	93.9	76.9	3.4	14.0	10.0	Binocular	4179
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1485743	232	1485976	600.4	69.7	91.4	76.0	3.2	9.0	4.0	Binocular	4180
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1487041	100	1487141	620.1	74.6	92.0	77.2	3.3	1.0	3.0	Binocular	4181
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1487207	266	1487473	645.1	71.2	92.6	77.6	3.3	5.0	6.0	Binocular	4182
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1487573	499	1488072	633.8	68.1	92.7	77.6	3.3	11.0	6.0	Binocular	4183
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1488605	66	1488671	639.8	66.8	90.5	76.5	3.2	0.0	0.0	Binocular	4184
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1488738	232	1488971	623.5	66.3	90.7	76.1	3.2	5.0	4.0	Binocular	4185
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1489038	100	1489138	636.3	65.5	91.0	76.7	3.3	2.0	2.0	Binocular	4186
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1489536	166	1489703	589.2	59.2	87.6	74.5	3.2	2.0	1.0	Binocular	4187
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1489769	199	1489969	653.8	70.6	85.8	72.8	3.1	6.0	2.0	Binocular	4188
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1490069	133	1490202	632.9	71.6	86.4	72.6	3.1	1.0	1.0	Binocular	4189
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1490268	167	1490436	601.6	57.7	87.0	73.4	3.1	2.0	0.0	Binocular	4190
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1490535	166	1490701	482.9	43.8	84.7	72.1	3.1	3.0	1.0	Binocular	4191
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1490768	133	1490901	526.9	43.9	86.1	73.3	3.1	0.0	1.0	Binocular	4192
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1490967	232	1491200	606.9	45.8	88.1	74.5	3.2	4.0	4.0	Binocular	4193
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1491268	231	1491499	624.2	42.0	86.9	74.1	3.2	2.0	3.0	Binocular	4194
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1491832	166	1491999	375.4	15.2	83.6	71.7	3.1	0.0	1.0	Binocular	4195
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1492065	167	1492233	509.8	21.2	85.3	73.2	3.1	1.0	3.0	Binocular	4196
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1492298	166	1492465	657.1	24.4	86.3	74.0	3.2	1.0	3.0	Binocular	4197
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1492564	200	1492765	746.5	16.4	82.2	72.1	3.1	3.0	6.0	Binocular	4198
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1493163	166	1493330	372.7	26.0	85.9	72.1	3.2	2.0	3.0	Binocular	4199
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1493396	99	1493496	391.3	22.2	85.8	72.3	3.2	0.0	0.0	Binocular	4200
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1493596	232	1493829	590.2	84.5	91.6	74.4	3.4	3.0	8.0	Binocular	4201
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1494893	465	1495359	813.8	233.5	87.2	61.5	3.4	45.0	12.0	Binocular	4202
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1495459	199	1495659	738.1	248.4	95.6	63.2	3.6	28.0	9.0	Binocular	4203
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1495759	166	1495925	742.5	319.5	50.7	33.5	0.0	1.0	2.0	Binocular	4204
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1495992	66	1496058	661.8	429.8	51.0	34.0	0.0	0.0	6.0	Binocular	4205
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1496125	66	1496191	686.5	430.0	51.0	33.5	0.0	3.0	0.0	Binocular	4206
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1496291	133	1496424	631.5	471.6	52.4	32.0	0.0	3.0	8.0	Binocular	4207
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1496491	166	1496657	647.1	465.6	53.3	32.3	0.0	8.0	10.0	Binocular	4208
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1496724	133	1496858	648.2	528.2	54.1	27.9	0.0	3.0	7.0	Binocular	4209
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1496923	133	1497057	703.2	245.3	105.0	68.6	3.9	11.0	8.0	Binocular	4210
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1497123	99	1497223	709.8	262.2	102.3	63.8	3.8	10.0	3.0	Binocular	4211
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1497323	66	1497389	756.9	275.2	103.0	62.5	3.8	11.0	0.0	Binocular	4212
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1497489	99	1497589	798.0	284.6	104.8	62.2	4.1	20.0	2.0	Binocular	4213
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1498155	99	1498254	568.6	48.8	98.8	82.5	3.6	3.0	14.0	Binocular	4214
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1498654	132	1498787	658.3	75.8	105.5	87.1	3.9	4.0	4.0	Binocular	4215
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1498854	172	1499026	613.9	70.7	105.3	86.3	3.9	11.0	8.0	Binocular	4216
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1499253	66	1499319	572.5	530.6	56.0	29.0	0.0	2.0	23.0	Binocular	4217
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1499419	332	1499752	599.4	216.8	97.3	69.0	3.1	19.0	44.0	Binocular	4218
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1499818	232	1500051	633.5	245.2	97.1	65.4	3.2	3.0	10.0	Binocular	4219
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1500118	133	1500251	672.5	301.5	60.8	48.8	0.8	8.0	6.0	Binocular	4220
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1500351	133	1500484	856.1	217.4	94.1	67.3	3.6	16.0	11.0	Binocular	4221
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1500584	199	1500783	803.1	197.6	95.8	71.3	3.6	9.0	6.0	Binocular	4222
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1501149	67	1501217	788.1	209.2	95.8	70.3	3.6	0.0	5.0	Binocular	4223
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1501316	200	1501516	826.9	216.9	96.8	69.1	3.7	3.0	3.0	Binocular	4224
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1501582	166	1501748	786.7	232.9	98.0	66.3	3.7	5.0	8.0	Binocular	4225
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1502148	99	1502248	548.3	-222.7	90.0	63.3	3.1	2.0	4.0	Binocular	4226
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1502314	100	1502415	676.5	-212.0	92.2	61.2	3.4	3.0	11.0	Binocular	4227
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1502480	66	1502547	670.0	-218.7	94.0	66.0	3.3	0.0	0.0	Binocular	4228
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1502647	166	1502814	545.5	-209.7	95.8	68.5	3.3	10.0	1.0	Binocular	4229
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1502879	133	1503012	619.4	-208.9	97.3	69.4	3.4	3.0	4.0	Binocular	4230
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1503079	199	1503279	516.3	-153.8	98.6	74.4	3.5	8.0	6.0	Binocular	4231
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1503345	134	1503479	628.3	-188.4	98.5	71.6	3.5	5.0	5.0	Binocular	4232
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1503545	199	1503745	537.2	-185.3	98.4	72.4	3.5	4.0	3.0	Binocular	4233
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1503811	166	1503978	492.9	-184.5	100.1	75.2	3.6	2.0	1.0	Binocular	4234
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1504079	198	1504277	624.1	-190.4	102.9	74.6	3.7	2.0	4.0	Binocular	4235
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1504709	66	1504776	489.5	-143.1	100.8	78.5	3.6	0.0	2.0	Binocular	4236
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1504876	266	1505142	440.9	-261.7	98.4	68.2	3.5	6.0	7.0	Binocular	4237
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1505209	265	1505475	486.0	-148.2	101.3	77.9	3.7	2.0	6.0	Binocular	4238
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1505575	133	1505708	613.8	-170.5	105.4	77.5	3.8	0.0	3.0	Binocular	4239
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1505808	199	1506007	510.1	-130.7	104.9	81.5	3.8	2.0	5.0	Binocular	4240
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1506074	199	1506273	451.7	-252.4	102.5	74.2	3.7	4.0	10.0	Binocular	4241
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1506340	100	1506441	481.5	-264.1	102.7	72.2	3.6	2.0	2.0	Binocular	4242
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1507272	66	1507338	502.9	233.8	93.8	63.3	3.5	0.0	1.0	Binocular	4243
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1507405	133	1507539	532.5	234.7	92.9	63.1	3.5	2.0	0.0	Binocular	4244
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1507638	199	1507837	567.7	237.4	93.4	63.9	3.5	6.0	9.0	Binocular	4245
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1507904	232	1508137	598.9	241.0	93.4	63.6	3.5	6.0	4.0	Binocular	4246
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1508669	299	1508969	645.3	241.3	94.6	64.1	3.4	12.0	8.0	Binocular	4247
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1509501	166	1509667	525.4	248.2	93.5	60.9	3.5	4.0	6.0	Binocular	4248
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1510367	165	1510533	520.6	269.3	91.8	56.5	3.5	3.0	12.0	Binocular	4249
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1510699	166	1510865	571.4	266.1	94.8	59.6	3.5	5.0	16.0	Binocular	4250
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1510932	133	1511065	560.3	255.4	95.8	60.9	3.5	3.0	6.0	Binocular	4251
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1511132	100	1511232	639.5	259.1	95.0	61.5	3.4	2.0	5.0	Binocular	4252
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1511331	99	1511431	662.4	255.8	96.3	62.7	3.6	10.0	4.0	Binocular	4253
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1512330	199	1512529	628.1	-370.5	78.9	50.5	2.8	7.0	8.0	Binocular	4254
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1512829	99	1512928	398.3	-198.1	82.8	62.5	3.0	3.0	15.0	Binocular	4255
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1512995	133	1513128	411.5	-166.5	87.4	67.6	3.2	10.0	18.0	Binocular	4256
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1513195	232	1513427	427.2	-100.3	91.2	74.7	3.4	17.0	29.0	Binocular	4257
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1513527	99	1513627	477.7	-35.1	97.0	82.0	3.6	3.0	8.0	Binocular	4258
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1513694	66	1513760	491.3	-24.6	100.0	84.0	3.6	18.0	13.0	Binocular	4259
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1514093	499	1514592	701.4	77.9	106.7	86.4	3.9	26.0	120.0	Binocular	4260
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1514959	132	1515091	638.4	27.0	105.8	87.0	3.8	7.0	15.0	Binocular	4261
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1515857	166	1516023	675.8	-6.2	109.2	91.5	4.0	1.0	2.0	Binocular	4262
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1516090	99	1516189	670.6	4.8	108.7	86.0	4.0	1.0	8.0	Binocular	4263
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1516564	656	1517221	718.4	-2.5	95.7	80.3	3.2	11.0	16.0	Binocular	4264
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1517553	66	1517620	502.3	605.1	57.5	24.8	0.0	14.0	2.0	Binocular	4265
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1517886	133	1518019	529.4	396.2	49.0	34.9	0.0	7.0	8.0	Binocular	4266
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1518120	100	1518221	525.8	411.7	46.8	33.0	0.0	3.0	8.0	Binocular	4267
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1518286	133	1518419	549.5	417.4	46.0	32.5	0.0	2.0	6.0	Binocular	4268
